# Great Barrier Reef Composite Sr/Ca, U/Ca and d18O Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1869
# Online_Resource: 
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/great_barrier/readme_hendy2002.txt
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/great_barrier/hendydata.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2002-02-22
#--------------------
# Title
#	Study_Name: Kurrimine Beach, Brook Island, Britomart Reef, Great Palm Island, Lodestone Reef, Pandora Reef, Havannah Island - del18O, Sr/Ca, and U/Ca Data 
#--------------------
# Investigators
#       Investigators: Hendy, E.J.; Gagan, M.K.; Alibert, C.A.; McCulloch, M.T.; Lough, J.M.; Isdale, P.J.
#--------------------
# Description_and_Notes
#	Description: Coral Sr/Ca, U/Ca and delta-18O records were replicated from eight massive  Porites colonies, spanning 120 to 420 years of continuous growth.   The cores were collected at seven reefs, 12 to 120 km apart, from the  central Great Barrier Reef, Australia and drilled between 1984 and 1988.  The use of multiple cores allowed us to test the fidelity of individual  tracers over century time scales and to establish regional-scale proxy  climate signals. A 'master' reconstruction for each of the three proxies was calculated by normalizing all records relative to the longest continuous record, and then taking the average of all eight cores to construct the  delta-18O composite record, while the U/Ca and Sr/Ca composite records were  calculated from the average of seven cores.  A confidence envelope was  calculated using 95% confidence intervals for each pentannual period. A 373-year chronology for eight, multi-century, Porites coral cores was  developed using cross-dating techniques adapted from dendrochronology.   Characteristic patterns of distinct luminescent (fluorescent) lines within  the coral skeletons were matched between coral cores.  Skeleton-plots of  luminescent banding were produced for each core and combined into a master  chronology back to 1615.  Density banding in x-radiographs were counted to  provide an independent check on the age model.  This method controlled the  dating difficulties caused by growth orientation, skeletal discontinuities  and breaks between core sections.  For further details on age model  development see Hendy, Gagan and Lough 'Chronological control of coral records  using luminescent lines and evidence for non-stationary ENSO teleconnections  in northeastern Australia' (submitted to 'The Holocene' in 2001). Five-year bulk increments were sampled for equivalent periods across all eight  cores from 1565-1570 to 1980-1985 (Austral winter to winter).   A fine powder was milled from 2 mm sampling grooves along the center of the  maximum growth axis.  A preliminary cleaning cut, along the sample track,  removed the surface 1 mm.  Duplicate samples of 150-200 �g were analyzed  for d18O by an individual-carbonate (Kiel) device attached to an automated  Finnigan MAT 251 mass spectrometer (mean standard deviation (sd) between  duplicates was 0.04 permil, n = 1035).  Calibration to the Vienna Peedee  belemnite (V-PDB) is through the National Bureau of Standards NBS-19,  which was analyzed 6 times in each 24 hour run with an average sd of  0.04� over the 3-year period (n = 281).  From a solution of 1 mg of  coral powder dissolved in 5 ml of 0.2 M HCl, an aliquot of 50 �l was  removed for Sr/Ca determination by isotope dilution using spikes of  43Ca and 84Sr and analyzed on a Finnigan MAT 261 TIMS.   Average Sr/Ca sd between replicated coral samples is equivalent to  0.15�C (sd = 4.6 �mol/mol, total n = 550; internal laboratory standard,  sd = 3 �mol/mol, n = 21).  U/Ca analysis was undertaken by isotope  dilution on the remaining coral solution, using a mixed spike  including 45Sc (as a proxy for 45Ca) and 235U, and analyzed on a  Fisons PQ II ICP-MS.  U/Ca analyses were internally calibrated to a  laboratory coral standard run at either end of a 7-sample block.   Replication of an internal laboratory reference coral gave a sd  of 5 nmol/mol (equivalent to 0.2�C, n = 56).  The 420-year history of strontium/calcium, uranium/calcium,  and oxygen isotope ratios in eight coral cores indicates that  sea surface temperature and salinity were higher in the 18th century  than the 20th century.  An abrupt freshening after 1870  occurred simultaneously throughout the southwestern Pacific,  coinciding with cooling tropical temperatures.   Higher salinities between 1565 and 1870 are best explained  by a combination of advection and wind-induced evaporation  resulting from a strong latitudinal temperature gradient and  intensified circulation.  The global Little Ice Age glacial  expansion may have been driven, in part, by greater poleward  transport of water vapor from the tropical Pacific. UPDATE: June 2017 with d18O_resid data. For d18O anomaly residual propagation of total uncertainties gives an average 95% CI of ±0.15‰ from 1700 to 1780 and ±0.11‰ from 1780 to 1985
#--------------------
# Publication 
#       Authors: Hendy, E.J., M.K. Gagan, C.A. Alibert, M.T. McCulloch, J.M. Lough, and P.J. Isdale
#       Published_Date_or_Year: 2002-02-22     
#       Published_Title: Abrupt decrease in tropical Pacific sea surface salinity at end of Little Ice Age
#       Journal_Name: Science
#       Volume: 295
#       Edition: 
#       Issue: 5559
#       Pages: 1511-1514
#       DOI: 10.1126/science.1067693
#       Online_Resource: 
#       Full_Citation:
#       Abstract: A 420-year history of strontium/calcium, uranium/calcium, and oxygen isotope ratios in eight coral cores from the Great Barrier Reef, Australia, indicates that sea surface temperature and salinity were higher in the 18th century than in the 20th century. An abrupt freshening after 1870 occurred simultaneously throughout the southwestern Pacific, coinciding with cooling tropical temperatures. Higher salinities between 1565 and 1870 are best explained by a combination of advection and wind-induced evaporation resulting from a strong latitudinal temperature gradient and intensified circulation. The global Little Ice Age glacial expansion may have been driven, in part, by greater poleward transport of water vapor from the tropical Pacific.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Central Great Barrier Reef, Australia
#       Location: Australia/New Zealand>Australia
#	Country: Australia 
#	Northernmost_Latitude: -17.78
# 	Southernmost_Latitude: -18.85
# 	Easternmost_Longitude: 146.13
# 	Westernmost_Longitude: 147.06
# 	Elevation:
#------------------
# Data_Collection   
#	Collection_Name: 
#	Earliest_Year: 1565
#	Most_Recent_Year: 1985
#	Time_Unit: AD
#	Core_Length:
#	Notes: Post-anomaly average of 8 cores from 8 sites, analyzed in pentannual samples, e.g. 1983 is the 5-year period from mid-1980 to mid-1985).  
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology_Information
# 	Chronology: 
#  
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## age	pentannual midpoint age, , ,years AD, , , , ,N
## d18O_anom	Composite delta-18O anomaly, Porites sp., , permil VPDB, , corals and sclerosponges, normalized to 1860-1985, ,N,
## d18O_anom_lb	delta-18O anomaly, Porites sp., 95% confidence interval lower bound, permil VPDB, , corals and sclerosponges, , ,N,
## d18O_anom_ub	delta-18O anomaly, Porites sp., 95% confidence interval upper bound, permil VPDB, , corals and sclerosponges, , ,N,
## d18O_count	Number of records averaged at each pentannual interval for delta-18O composite, Porites sp., , count, , corals and sclerosponges, , ,N,
## Sr/Ca_anom	Composite Strontium/Calcium anomaly, Porites sp., ,mol/mol, ,corals and sclerosponges, normalized to 1860-1985, ,N ,
## Sr/Ca_anom_lb	Strontium/Calcium anomaly, Porites sp., 95% confidence interval lower bound,mol/mol, ,corals and sclerosponges, , ,N,
## Sr/Ca_anom_ub	Strontium/Calcium anomaly, Porites sp., 95% confidence interval upper bound,mol/mol, ,corals and sclerosponges, , ,N ,
## Sr/Ca_count	Number of records averaged at each pentannual interval for Sr/Ca composite, Porites sp., , count, , corals and sclerosponges, , ,N,
## U/Ca_anom	Composite Uranium/Calcium anomaly, Porites sp., ,mol/mol, ,corals and sclerosponges, normalized to 1860-1985, ,N,
## U/Ca_anom_lb	Uranium/Calcium anomaly, Porites sp., 95% confidence interval lower bound,mol/mol, ,corals and sclerosponges, , ,N,
## U/Ca_anom_ub	Uranium/Calcium anomaly, Porites sp., 95% confidence interval upper bound,mol/mol, ,corals and sclerosponges, , ,N,
## U/Ca_count	Number of records averaged at each pentannual interval for U/Ca composite, Porites sp., , count, , corals and sclerosponges, , ,N,
## d18Osw_resid	seawater delta 18O , Porites sp., , per mil PDB, , reconstructions,normalized,,N,calculated by subtracting the temperature signal from the GBR Sr/Ca record from the GBR d18O record as plotted in Fig 3B of Hendy et al. (2002) normalized to the average of the whole record
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O_anom	d18O_anom_lb	d18O_anom_ub	d18O_count	Sr/Ca_anom	Sr/Ca_anom_lb	Sr/Ca_anom_ub	Sr/Ca_count	U/Ca_anom	U/Ca_anom_lb	U/Ca_anom_ub	U/Ca_count	d18Osw_resid
1983	-0.03	0.06	-0.13	4	-2.17E-05	3.45E-07	-4.37E-05	4	-4.13E-08	1.47E-08	-9.73E-08	4	-0.11
1978	-0.12	-0.02	-0.21	6	-2.36E-05	-1.94E-06	-4.53E-05	5	-2.17E-08	2.02E-08	-6.35E-08	5	-0.19
1973	-0.14	-0.07	-0.21	7	-8.27E-06	8.64E-06	-2.52E-05	6	-1.13E-08	2.54E-08	-4.79E-08	6	-0.26
1968	0.01	0.08	-0.06	8	3.92E-06	1.95E-05	-1.17E-05	7	-1.92E-09	1.41E-08	-1.79E-08	7	-0.14
1963	-0.07	0	-0.14	7	-3.43E-06	1.47E-05	-2.15E-05	7	-3.95E-09	2.89E-08	-3.68E-08	7	-0.2
1958	-0.08	0	-0.15	7	-3.27E-06	9.74E-06	-1.63E-05	7	-7.07E-09	4.57E-09	-1.87E-08	7	-0.21
1953	-0.11	-0.06	-0.17	7	-1.13E-05	4.83E-06	-2.73E-05	7	-1.96E-08	2.91E-09	-4.22E-08	7	-0.22
1948	-0.07	-0.01	-0.13	7	-7.80E-06	1.43E-05	-2.99E-05	6	-1.10E-08	1.36E-08	-3.57E-08	6	-0.19
1943	0.05	0.15	-0.05	5	3.17E-06	1.89E-05	-1.25E-05	4	-4.32E-09	2.29E-08	-3.15E-08	4	-0.1
1938	0.05	0.09	0	7	1.08E-05	3.03E-05	-8.72E-06	6	-5.11E-09	2.39E-08	-3.42E-08	6	-0.13
1933	0.03	0.09	-0.03	6	1.60E-05	3.19E-05	1.85E-07	6	1.87E-08	4.72E-08	-9.81E-09	6	-0.16
1928	0	0.08	-0.08	5	8.44E-06	3.00E-05	-1.31E-05	5	1.59E-08	4.65E-08	-1.47E-08	5	-0.16
1923	0.04	0.1	-0.03	7	1.64E-05	2.97E-05	3.14E-06	6	7.70E-09	2.21E-08	-6.73E-09	6	-0.15
1918	0.05	0.13	-0.04	7	1.70E-05	3.08E-05	3.09E-06	6	9.72E-09	2.61E-08	-6.68E-09	6	-0.14
1913	0.06	0.1	0.01	8	1.93E-05	3.19E-05	6.75E-06	7	2.02E-08	3.55E-08	4.89E-09	7	-0.14
1908	0.01	0.05	-0.03	8	1.22E-05	3.00E-05	-5.64E-06	7	1.75E-08	3.05E-08	4.52E-09	7	-0.17
1903	0.11	0.16	0.06	7	1.38E-05	3.02E-05	-2.61E-06	6	8.09E-09	3.65E-08	-2.03E-08	6	-0.07
1898	-0.02	0.06	-0.09	8	2.81E-07	1.01E-05	-9.59E-06	7	8.78E-09	2.12E-08	-3.61E-09	7	-0.16
1893	-0.07	-0.01	-0.13	8	-8.27E-06	8.94E-06	-2.55E-05	7	-4.23E-09	1.90E-08	-2.75E-08	7	-0.19
1888	0.07	0.13	0.01	6	7.90E-06	2.72E-05	-1.13E-05	5	9.91E-09	2.96E-08	-9.83E-09	5	-0.09
1883	0.07	0.11	0.04	7	1.66E-05	4.24E-05	-9.27E-06	6	3.09E-08	5.32E-08	8.65E-09	6	-0.11
1878	0.04	0.09	-0.01	7	-1.95E-05	-5.20E-06	-3.39E-05	6	6.49E-09	2.98E-08	-1.69E-08	6	-0.05
1873	-0.01	0.03	-0.06	6	-1.01E-05	6.00E-06	-2.63E-05	5	9.77E-10	3.56E-08	-3.37E-08	5	-0.13
1868	0.07	0.12	0.03	7	-2.94E-06	1.11E-05	-1.69E-05	6	-3.38E-09	2.16E-08	-2.83E-08	6	-0.06
1863	0.07	0.11	0.03	5	-2.56E-05	6.17E-06	-5.73E-05	5	-2.00E-08	-7.15E-09	-3.28E-08	5	0
1858	0.17	0.22	0.12	7	-2.15E-06	1.15E-05	-1.58E-05	6	-3.63E-09	1.07E-08	-1.80E-08	6	0.04
1853	0.2	0.25	0.15	6	1.41E-06	1.45E-05	-1.17E-05	5	-7.97E-09	3.34E-09	-1.93E-08	5	0.06
1848	0.19	0.24	0.14	4	1.37E-05	3.84E-05	-1.10E-05	3	-3.23E-09	1.99E-08	-2.64E-08	3	0.01
1843	0.18	0.23	0.13	4	-1.64E-05	4.04E-06	-3.68E-05	3	-1.35E-08	-7.82E-09	-1.91E-08	3	0.09
1838	0.26	0.34	0.19	4	-1.78E-06	2.21E-05	-2.56E-05	3	-5.94E-10	1.20E-08	-1.32E-08	3	0.13
1833	0.13	0.15	0.11	4	-2.72E-05	-4.00E-07	-5.40E-05	3	-2.23E-09	2.80E-08	-3.25E-08	3	0.06
1828	0.19	0.26	0.12	3	-3.21E-05	-1.25E-05	-5.17E-05	3	-9.76E-09	2.10E-08	-4.05E-08	3	0.14
1823	0.19	0.26	0.12	3	-1.51E-05	8.47E-06	-3.86E-05	3	-1.12E-08	-2.50E-09	-1.99E-08	3	0.09
1818	0.14	0.2	0.08	2	2.44E-05	4.34E-05	5.33E-06	2	3.09E-08	1.17E-07	-5.56E-08	2	-0.07
1813	0.13	0.25	0.02	4	-1.03E-05	2.86E-06	-2.35E-05	3	-1.09E-08	-8.61E-09	-1.33E-08	3	0.02
1808	0.17	0.3	0.03	4	-1.56E-05	9.73E-06	-4.10E-05	3	-1.33E-08	6.68E-09	-3.34E-08	3	0.07
1803	0.04	0.08	0	4	-1.40E-05	1.56E-06	-2.96E-05	3	-4.43E-09	1.24E-08	-2.13E-08	3	-0.06
1798	0.17	0.2	0.14	3	1.16E-05	3.02E-05	-7.00E-06	3	1.27E-08	3.82E-08	-1.27E-08	3	0
1793	0.28	0.39	0.17	3	2.00E-06	3.20E-05	-2.80E-05	3	-3.56E-09	2.00E-08	-2.71E-08	3	0.13
1788	0.1	0.17	0.03	4	-2.25E-05	8.52E-07	-4.58E-05	3	-1.58E-08	-1.86E-09	-2.98E-08	3	0.03
1783	0.24	0.35	0.14	3	-3.12E-05	-2.80E-05	-3.44E-05	2	-3.05E-08	6.48E-09	-6.75E-08	2	0.19
1778	0.28	0.41	0.15	2	-1.29E-05	4.85E-05	-7.42E-05	2	-3.61E-09	6.96E-08	-7.68E-08	2	0.17
1773	0.19	0.27	0.1	4	-3.11E-05	-1.44E-05	-4.79E-05	4	-2.33E-08	-7.40E-09	-3.92E-08	4	0.14
1768	0.13	0.22	0.04	4	-2.72E-05	-1.62E-05	-3.82E-05	4	-1.19E-08	1.05E-08	-3.43E-08	3	0.07
1763	0.09	0.23	-0.05	4	-6.84E-06	7.30E-06	-2.10E-05	3	-2.23E-08	1.41E-09	-4.61E-08	3	-0.03
1758	0.05	0.15	-0.04	4	-2.37E-05	-6.14E-06	-4.12E-05	4	-8.30E-09	8.13E-09	-2.47E-08	4	-0.02
1753	0.16	0.29	0.03	3	-1.81E-05	1.13E-05	-4.75E-05	3	1.74E-09	3.85E-08	-3.50E-08	3	0.07
1748	0.21	0.33	0.08	3	-2.30E-05	-7.76E-06	-3.83E-05	3	-6.84E-09	-1.97E-09	-1.17E-08	3	0.13
1743	0.17	0.24	0.1	4	-1.81E-05	-1.16E-05	-2.45E-05	3	-8.45E-09	2.70E-08	-4.39E-08	3	0.08
1738	0.34	0.44	0.24	3	-2.29E-05	-1.74E-05	-2.84E-05	2	6.22E-09	1.02E-08	2.23E-09	2	0.26
1733	0.1	0.26	-0.05	2	-1.85E-06	8.67E-06	-1.24E-05	2	1.98E-08	3.01E-08	9.54E-09	2	-0.03
1728	0.07	0.2	-0.06	2	-3.50E-05	-2.40E-05	-4.61E-05	2	1.07E-09	3.38E-08	-3.16E-08	2	0.03
1723	0.28	0.3	0.26	2	-2.63E-05	-2.08E-05	-3.17E-05	2	-6.75E-09	5.17E-08	-6.52E-08	2	0.21
1718	0.16	0.3	0.01	2	-3.93E-05	-8.22E-06	-7.04E-05	2	-1.41E-08	4.53E-09	-3.28E-08	2	0.13
1713	0.28	0.39	0.17	2	4.75E-06	3.65E-05	-2.70E-05	2	1.90E-09	3.79E-08	-3.41E-08	2	0.13
1708	0.16	0.31	0	2	-1.71E-05	-1.44E-05	-1.97E-05	2	-6.12E-09	8.48E-09	-2.07E-08	2	0.06
1703	0.21	0.42	-0.01	2	3.22E-06	2.65E-05	-2.01E-05	2	1.76E-08	4.78E-08	-1.26E-08	2	0.06
1698	0.1	NAN	NAN	1	1.25E-06	NAN	NAN	1	8.77E-09	NAN	NAN	1	-0.04
1693	0.09	NAN	NAN	1	-6.23E-06	NAN	NAN	1	-1.89E-09	NAN	NAN	1	-0.03
1688	0.27	NAN	NAN	2	-7.17E-06	NAN	NAN	2	4.00E-09	NAN	NAN	2	0.15
1683	0.39	NAN	NAN	2	1.80E-05	NAN	NAN	2	1.07E-08	NAN	NAN	2	0.2
1678	0.16	NAN	NAN	1	-2.28E-08	NAN	NAN	1	-2.07E-09	NAN	NAN	1	0.02
