﻿# Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1877
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee_2002.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2003-10-01
#--------------------
# Title
#	Study_Name: Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#--------------------
# Investigators
#       Investigators: Quinn, T.M.; Sampson, D.S. 
#--------------------
# Description_and_Notes
#	Description: Evaluation of elemental ratios and oxygen isotope data from Porites lutea  coral at Am�d�e Island, New Caledonia (22�29S, 166�28E) as proxies for sea surface conditions.  Calibration of 25 year series of measured local  and modeled regional SST and SSS values against coral geochemical proxies.
#--------------------
# Publication 
#       Authors: Quinn, T.M.; Sampson, D.S. 
#       Published_Date_or_Year: 2002     
#       Published_Title: A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.
#       Journal_Name: Paleoceanography
#       Volume: 17
#       Edition: 
#       Issue: 4
#       Pages: 1062
#       DOI: 10.1029/2000PA000528
#       Online_Resource: 
#       Full_Citation: Quinn, T. M., and D.S. Sampson, 2002,  A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.  Paleoceanography, 17, 4, 1062, doi:10.1029/2000PA000528
#       Abstract: We use elemental ratio (Mg/Ca, Sr/Ca, U/Ca and Ba/Ca) and oxygen isotope data from a Porites lutea coral head collected from offshore Amédée Island, New Caledonia (22°29S, 166°28E) to assess the degree to which changes in these geochemical variables reflect variations in sea surface conditions. We have assessed the robustness of each geochemical proxy by comparing 25 years (1992¿1968) of monthly geochemical variations with a local record of sea surface temperature (SST) and with the appropriate 1° by 1° grid box from a global gridded SST data set. We conclude from our comparison that the most consistent proxies of monthly SST variations at this site are d18O (r2 = -0.84; p = <.0001) and Sr/Ca (r2 = -0.84; p = <.0001). The fidelity of the coral-based Sr/Ca-SST proxy was assessed via calibration- verification exercises at New Caledonia and Rarotonga. The ¿paleoclimate¿ accuracy of the coral Sr/Ca-SST technique is judged to be robust, and the precision of the technique is estimated to be ~0.3° ± 0.5 (2) based on the calibration-verification exercise. In contrast, monthly variations in Mg/Ca and U/Ca ratios are only moderately correlated with monthly SST variations (r2 = 0.55; p = <.0001 for Mg/Ca and r2 = 0.47; p = <.0001). The strength of the correlation between SST and Mg/Ca and U/Ca varies as a function of time, suggesting that variations in these ratios are not a simple function of SST variations. This variability in goodness of fit between U/Ca-SST and Mg/Ca-SST may ultimately limit the use of these ratios as coral paleothermometers. Averaging or stacking individual proxy SST records (Sr/Ca, Mg/Ca and U/Ca) to generate a composite proxy SST record does not necessarily improve the proxy record if the signal-to-noise ratio in each proxy is highly variable. For example, stacking of Sr/Ca-Mg/Ca-U/Ca records at New Caledonia produces a proxy SST time series that has greater standard error than the individual Sr/Ca-SST time series (cf. ordinary least squares standard error of 1.16°C versus 0.86°C). Ba/Ca variations have little correlation with SST, Sr/Ca, Mg/Ca, or U/Ca variations at New Caledonia. In conclusion, variations in oxygen isotopic composition of seawater, calculated by removing the Sr/Ca-based temperature component of the d18O signal, agree reasonably well with observed variations in sea surface salinity, especially at the interannual timescale.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amédée Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47 
# 	Westernmost_Longitude: 166.47  
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 02newc01b
#	Earliest_Year: 1968
#	Most_Recent_Year: 1992
#	Time_Unit: AD
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
#  
#----------------
# Variables 
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O , , , per mil VPDB, , Corals and Sclerosponges, , ,N
##d13C	delta 13C, , , per mil VPDB, , Corals and Sclerosponges, , ,N
##srca	Strontium/Calcium, , , mmol/mol, , Corals and Sclerosponges, , ,N
##mgca	Magnesium/Calcium, , , mmol/mol, , Corals and Sclerosponges, , ,N
##uca	Uranium/Calcium, , , mmmol/mol, , Corals and Sclerosponges, , ,N
##baca	Barium/Calcium, , , mmmol/mol, , Corals and Sclerosponges, , ,N
##notes	notes, , , , , , , , C
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d13C	srca	mgca	uca	baca	notes
1992.62	-4.26	-2.10	8.954	5.586	0.918	5.287	Mg/Ca and U/Ca suspected to be contaminated
1992.54	-4.23	-1.88	8.938	5.480	0.937	5.263	Mg/Ca and U/Ca suspected to be contaminated
1992.46	-4.32	-1.71	8.945	5.427	0.939	4.919	Mg/Ca and U/Ca suspected to be contaminated
1992.37	-4.50	-1.70	8.949	5.450	0.929	4.321	Mg/Ca and U/Ca suspected to be contaminated
1992.29	-4.63	-1.53	8.888	5.501	0.908	4.205	Mg/Ca and U/Ca suspected to be contaminated
1992.21	-4.71	-1.36	8.778	5.561	0.885	4.480	Mg/Ca and U/Ca suspected to be contaminated
1992.12	-4.77	-1.40	8.755	5.663	0.899	4.759	Mg/Ca and U/Ca suspected to be contaminated
1992.04	-4.69	-1.36	8.838	5.813	0.967	5.041	Mg/Ca and U/Ca suspected to be contaminated
1991.96	-4.56	-1.38	8.930	5.961	1.032	5.322	Mg/Ca and U/Ca suspected to be contaminated
1991.87	-4.43	-1.40	8.968	6.091	1.073	5.338	Mg/Ca and U/Ca suspected to be contaminated
1991.79	-4.25	-1.32	8.994	6.186	1.118	5.053	Mg/Ca and U/Ca suspected to be contaminated
1991.71	-4.16	-1.49	8.976	6.262	1.171	4.768	Mg/Ca and U/Ca suspected to be contaminated
1991.62	-4.15	-1.51	8.983	6.245	1.188	4.651	Mg/Ca suspected to be contaminated
1991.54	-4.17	-1.50	8.988	6.142	1.190	4.551	Mg/Ca suspected to be contaminated
1991.46	-4.24	-1.52	8.949	6.101	1.175	4.346	Mg/Ca suspected to be contaminated
1991.37	-4.31	-1.50	8.927	6.134	1.146	4.386	Mg/Ca suspected to be contaminated
1991.29	-4.43	-1.23	8.897	6.255	1.110	4.299	Mg/Ca suspected to be contaminated
1991.21	-4.66	-1.07	8.807	6.223	1.084	4.077	Mg/Ca suspected to be contaminated
1991.12	-4.70	-1.26	8.754	5.999	1.076	4.057	Mg/Ca suspected to be contaminated
1991.04	-4.63	-1.48	8.782	5.832	1.104	4.148	Mg/Ca suspected to be contaminated
1990.96	-4.56	-1.47	8.831	5.733	1.137	4.322	Mg/Ca suspected to be contaminated
1990.87	-4.48	-1.45	8.914	5.626	1.162	4.373	Mg/Ca suspected to be contaminated
1990.79	-4.28	-1.60	8.988	5.585	1.181	4.099	Mg/Ca suspected to be contaminated
1990.71	-4.15	-1.66	9.011	5.581	1.196	4.362	Mg/Ca suspected to be contaminated
1990.62	-4.22	-1.76	9.012	5.590	1.186	4.670	Mg/Ca suspected to be contaminated
1990.54	-4.28	-1.76	8.994	5.566	1.177	4.256	Mg/Ca suspected to be contaminated
1990.46	-4.34	-1.73	8.918	5.509	1.182	4.565	Mg/Ca suspected to be contaminated
1990.37	-4.49	-1.68	8.886	5.434	1.142	4.362	Mg/Ca suspected to be contaminated
1990.29	-4.67	-1.41	8.763	5.310	1.125	4.215	Mg/Ca suspected to be contaminated
1990.21	-4.81	-1.33	8.721	5.319	1.060	4.380	Mg/Ca suspected to be contaminated
1990.12	-4.89	-1.29	8.667	5.535	1.009	4.467	
1990.04	-4.76	-1.20	8.731	5.506	1.031	4.251	
1989.96	-4.71	-1.29	8.815	5.089	1.088	4.201	
1989.87	-4.61	-1.31	8.882	4.866	1.148	4.367	
1989.79	-4.53	-1.30	8.949	4.803	1.196	4.626	
1989.71	-4.27	-1.36	8.986	4.762	1.237	5.006	
1989.62	-4.17	-1.38	9.001	4.750	1.266	5.560	
1989.54	-4.31	-1.43	8.926	4.882	1.268	5.733	
1989.46	-4.48	-1.49	8.934	5.109	1.251	4.599	
1989.37	-4.58	-1.63	8.884	5.195	1.217	4.612	
1989.29	-4.65	-1.73	8.816	5.263	1.189	4.601	
1989.21	-4.66	-1.55	8.740	5.121	1.157	4.889	
1989.12	-4.72	-1.44	8.704	5.086	1.113	4.852	
1989.04	-4.71	-1.98	8.720	5.191	1.060	4.265	
1988.96	-4.63	-2.29	8.794	5.222	1.070	6.080	
1988.87	-4.45	-1.94	8.855	5.151	1.124	6.891	
1988.79	-4.25	-1.51	8.959	5.044	1.182	4.664	
1988.71	-4.21	-1.40	9.012	4.965	1.225	4.630	
1988.62	-4.19	-1.36	9.027	5.001	1.247	4.891	
1988.54	-4.20	-1.41	9.020	5.071	1.248	4.823	
1988.46	-4.22	-1.47	8.901	5.091	1.229	4.754	
1988.37	-4.30	-1.52	8.790	5.107	1.200	4.685	
1988.29	-4.40	-1.54	8.786	5.121	1.176	4.990	
1988.21	-4.48	-1.44	8.797	5.158	1.143	4.771	
1988.12	-4.49	-1.47	8.773	5.206	1.107	4.022	
1988.04	-4.49	-1.46	8.758	5.132	1.129	4.136	
1987.96	-4.48	-1.12	8.837	4.972	1.203	4.395	
1987.87	-4.34	-0.97	8.925	4.901	1.253	4.501	
1987.79	-4.18	-0.99	9.005	4.803	1.272	4.381	
1987.71	-4.04	-1.03	9.033	4.838	1.284	4.360	
1987.62	-3.99	-1.07	9.041	4.977	1.244	4.356	
1987.54	-4.14	-1.44	8.980	4.892	1.223	4.361	
1987.46	-4.21	-1.24	8.904	4.919	1.158	4.458	
1987.37	-4.28	-0.99	8.836	5.118	1.135	4.567	
1987.29	-4.46	-1.04	8.779	5.332	1.118	4.616	
1987.21	-4.63	-1.14	8.806	5.363	1.085	4.535	
