﻿# Ogasawara Coral Data and Salinity Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/8608
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/ogasawara2009.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2010-08-01 
#--------------------
# Title
#	Study_Name: Ogasawara Coral Data and Salinity Reconstruction
#--------------------
# Investigators
#       Investigators: Felis, T.; Suzuki, A.; Kuhnert, H.; Dima, M.; Lohmann, G.; Kawahata, H. 
#--------------------
# Description_and_Notes
#	Description: Two annually resolved reconstructions of d18O seawater (salinity)  variations in the surface waters of the western subtropical North  Pacific Ocean were generated by combining the annual average coral  d18O record with the Sr/Ca and U/Ca records, respectively.    Core OGA-02-1 was drilled vertically through a living Porites  coral at Miyanohama on the north coast of Chichijima in the  Ogasawara Islands (Japan), located in the southwestward return flow  of the Kuroshio recirculation system. The massive colony, growing  at 5.6 m water depth on the island's northern side (27� 6.355� N,  142� 11.645� E), is directly exposed to open-ocean conditions.  The core is without gap over its total length of 1.74 m.  Individual segments fit seamlessly. The bimonthly resolved records  of d18O, Sr/Ca, and U/Ca generated from the coral skeleton show  clear annual cycles that can be counted back to the year 1873.  This age model is corroborated by the skeletal pattern of annual  density-band pairs as revealed by X-radiographs.
#--------------------
# Publication 
#       Authors: Felis, T.; Suzuki, A.; Kuhnert, H.; Dima, M.; Lohmann, G.; Kawahata, H. 
#       Published_Date_or_Year: 2009
#       Published_Title: Subtropical coral reveals abrupt early-twentieth-century freshening in the western North Pacific Ocean.
#       Journal_Name: Geology
#       Volume: 37
#       Edition: 
#       Issue: 6
#       Pages: 527-530
#       DOI: 10.1130/G25581A.1
#       Online_Resource: 
#       Full_Citation: Felis, T., A. Suzuki, H. Kuhnert, M. Dima, G. Lohmann, and H. Kawahata. 2009. Subtropical coral reveals abrupt early-twentieth-century freshening in the western North Pacific Ocean. Geology, Vol. 37, No. 6, pp. 527-530, June 2009. doi:10.1130/G25581A.1 
#       Abstract: Instrumental climate observations provide robust records of global land  and ocean temperatures during the twentieth century. Unlike for temperature,  continuous salinity observations in the surface ocean are scarce prior to  1970, and the magnitude of salinity changes during the twentieth century  is largely unknown. Surface ocean salinity is a major component in climate  dynamics, as it influences ocean circulation and water mass formation.  Here we present an annually resolved reconstruction of salinity variations  in the surface waters of the western subtropical North Pacific Ocean since 1873, based on bimonthly records of d18O, Sr/Ca, and U/Ca in a coral from  the Ogasawara Islands. The reconstruction indicates that an abrupt regime  shift toward fresher surface ocean conditions occurred between 1905 and  1910. Observational atmospheric data suggest that the abrupt freshening  was associated with a weakening of the winds that drive the Kuroshio  Current system and the associated subtropical gyre circulation. We note  that the abrupt early-twentieth-century freshening in the western  subtropical North Pacific precedes abrupt climate change in the northern  North Atlantic by a few years. The potential for abrupt regime shifts  in surface ocean salinity should be considered in climate predictions  for the coming decades.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft through DFG Research Center/Cluster of Excellence "The Ocean in the Earth System", University of Bremen, Germany
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Ministry of the Environment, Japan
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Alexander von Humboldt Foundation, Germany
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Miyanohama (Chichijima) reef, Ogasawara Islands, Japan
#       Location: Asia>Eastern Asia>Japan
#	Country: Japan 
#	Northernmost_Latitude: 27.106
# 	Southernmost_Latitude: 27.106
# 	Easternmost_Longitude: 142.194
# 	Westernmost_Longitude: 142.194
# 	Elevation: -5.6 m  
#------------------
# Data_Collection   
#	Collection_Name: 09japa01b 
#	Earliest_Year: 1873
#	Most_Recent_Year: 1994
#	Time_Unit: AD
#	Core_Length: 1.74 m
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp. 
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, Porites sp., ,mmol/mol, ,Corals and Sclerosponges, , ,N
##U/Ca	Uranium/Calcium, Porites sp., ,�mol/mol, ,Corals and Sclerosponges, , ,N
##d18O_Sr/Ca	delta 18O, seawater, ,permil, , Corals and Sclerosponges, anomalized, coral d18O and Sr/Ca, N
##d18O_U/Ca	delta 18O, seawater, ,permil, , Corals and Sclerosponges, anomalized, coral d18O and U/Ca, N
##d13C	delta 13C, Porites sp., ,permil VPDB, , Corals and Sclerosponges, , ,N
##ext	growth rate, Porites sp., , cm/year, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	Sr/Ca	U/Ca	d18O_Sr/Ca	d18O_U/Ca	d13C	ext
1873	-3.90	9.15	1.23	0.44	0.56	-1.67	0.800
1874	-3.99	9.15	1.24	0.35	0.44	-1.52	0.750
1875	-3.91	9.15	1.27	0.43	0.44	-1.26	0.875
1876	-4.13	9.12	1.26	0.25	0.25	-1.57	0.750
1877	-4.04	9.14	1.30	0.31	0.24	-1.02	0.675
1878	-4.28	9.07	1.24	0.18	0.15	-1.48	0.700
1879	-4.24	9.09	1.24	0.19	0.19	-1.59	0.875
1880	-4.22	9.11	1.23	0.18	0.24	-2.02	0.700
1881	-4.04	9.11	1.22	0.36	0.44	-1.97	1.050
1882	-4.18	9.14	1.27	0.17	0.17	-1.44	1.050
1883	-4.12	9.14	1.29	0.23	0.18	-1.33	1.075
1884	-4.13	9.06	1.25	0.34	0.28	-1.30	0.950
1885	-4.05	9.11	1.26	0.35	0.33	-1.38	0.925
1886	-4.12	9.08	1.24	0.32	0.31	-1.48	0.900
1887	-4.04	9.12	1.28	0.34	0.29	-1.57	1.150
1888	-4.23	9.08	1.24	0.21	0.20	-1.50	1.050
1889	-4.33	8.99	1.22	0.25	0.15	-1.44	1.025
1890	-4.33	9.03	1.20	0.19	0.20	-1.51	1.300
1891	-4.17	9.04	1.21	0.33	0.34	-1.47	1.000
1892	-4.04	9.03	1.23	0.48	0.42	-1.16	1.025
1893	-3.95	9.10	1.25	0.46	0.46	-1.04	0.800
1894	-4.03	9.13	1.27	0.34	0.32	-0.98	0.800
1895	-4.13	9.19	1.31	0.14	0.12	-1.15	1.100
1896	-4.11	9.08	1.26	0.33	0.27	-1.25	1.100
1897	-4.11	9.04	1.26	0.39	0.27	-1.39	1.150
1898	-4.06	9.08	1.27	0.38	0.29	-1.03	1.050
1899	-4.08	9.04	1.26	0.42	0.30	-0.87	0.925
1900	-4.30	9.01	1.22	0.25	0.18	-1.49	1.125
1901	-4.26	8.97	1.21	0.35	0.25	-1.74	0.875
1902	-4.21	9.07	1.27	0.25	0.14	-1.84	0.950
1903	-4.16	9.01	1.24	0.39	0.27	-1.47	1.050
1904	-4.27	9.01	1.19	0.28	0.29	-1.61	0.900
1905	-4.15	9.02	1.21	0.38	0.36	-1.73	1.075
1906	-4.11	9.05	1.28	0.38	0.22	-1.67	1.200
1907	-4.31	9.10	1.24	0.10	0.12	-1.78	1.125
1908	-4.27	9.10	1.25	0.14	0.14	-1.96	1.150
1909	-4.45	9.06	1.25	0.02	-0.04	-1.59	1.200
1910	-4.55	9.04	1.22	-0.05	-0.07	-1.61	0.950
1911	-4.56	9.09	1.25	-0.13	-0.15	-1.57	1.000
1912	-4.44	9.12	1.25	-0.06	-0.03	-1.97	1.275
1913	-4.34	9.13	1.26	0.03	0.04	-2.05	1.450
1914	-4.39	9.11	1.25	0.01	0.02	-1.96	1.275
1915	-4.46	9.14	1.27	-0.11	-0.11	-1.96	1.450
1916	-4.50	9.11	1.26	-0.10	-0.12	-1.91	1.175
1917	-4.45	9.12	1.27	-0.07	-0.10	-1.81	1.275
1918	-4.49	9.08	1.25	-0.05	-0.08	-1.67	1.350
1919	-4.49	9.10	1.26	-0.08	-0.11	-1.92	1.275
1920	-4.39	9.14	1.27	-0.04	-0.04	-2.09	1.400
1921	-4.31	9.18	1.27	-0.02	0.04	-2.15	1.525
1922	-4.33	9.16	1.28	-0.01	0.00	-2.20	1.275
1923	-4.58	9.03	1.23	-0.06	-0.12	-1.87	1.300
1924	-4.58	9.05	1.24	-0.09	-0.15	-2.03	1.300
1925	-4.42	9.15	1.29	-0.08	-0.12	-2.12	1.200
1926	-4.43	9.14	1.29	-0.08	-0.13	-2.02	1.200
1927	-4.40	9.15	1.30	-0.06	-0.12	-2.03	1.100
1928	-4.30	9.17	1.31	0.01	-0.05	-2.09	1.300
1929	-4.47	9.08	1.24	-0.03	-0.04	-2.01	1.200
1930	-4.42	9.09	1.26	0.01	-0.04	-2.00	1.500
1931	-4.42	9.07	1.24	0.04	0.01	-2.07	1.250
1932	-4.49	9.06	1.26	-0.02	-0.11	-1.99	1.325
1933	-4.45	9.13	1.28	-0.08	-0.12	-2.03	1.325
1934	-4.32	9.17	1.31	-0.01	-0.07	-1.72	1.275
1935	-4.35	9.18	1.32	-0.06	-0.12	-1.63	1.225
1936	-4.38	9.16	1.29	-0.06	-0.08	-1.81	1.150
1937	-4.32	9.19	1.30	-0.05	-0.04	-1.82	1.375
1938	-4.31	9.19	1.31	-0.04	-0.06	-2.29	1.525
1939	-4.24	9.19	1.32	0.03	-0.01	-2.15	1.250
1940	-4.26	9.15	1.29	0.08	0.04	-1.73	1.175
1941	-4.37	9.13	1.26	0.00	0.01	-1.89	1.175
1942	-4.41	9.08	1.26	0.03	-0.03	-2.23	1.400
1943	-4.44	9.16	1.29	-0.12	-0.14	-2.28	1.500
1944	-4.23	9.19	1.30	0.04	0.05	-2.30	1.400
1945	-4.45	9.16	1.28	-0.13	-0.12	-2.17	0.950
1946	-4.25	9.17	1.30	0.06	0.03	-2.48	1.575
1947	-4.41	9.11	1.26	-0.01	-0.03	-2.44	1.200
1948	-4.37	9.09	1.25	0.06	0.04	-2.51	1.425
1949	-4.37	9.04	1.22	0.13	0.11	-2.51	1.125
1950	-4.41	9.11	1.25	-0.01	0.00	-2.30	1.400
1951	-4.45	9.06	1.25	0.02	-0.04	-2.33	1.425
1952	-4.42	9.06	1.25	0.05	-0.01	-2.27	1.250
1953	-4.38	9.07	1.24	0.08	0.05	-2.33	1.350
1954	-4.65	8.99	1.18	-0.07	-0.07	-2.22	1.175
