# Fanning and Palmyra Island Oxygen Isotope and Nino3.4 Reconstructions from 1863-2016 CE
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/30493
#       Description: NOAA Landing Page
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/sanchez2020/sanchez2020-palmyra.txt
#       Description: Location of this template
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: oxygen isotopes
#--------------------
# Contribution_Date
#	Date: 2020-07-17
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2020-08-25
#--------------------
# Title
#	Study_Name: Fanning and Palmyra Island Oxygen Isotope and Nino3.4 Reconstructions from 1863-2016 CE
#--------------------
# Investigators
#       Investigators:  Sanchez, S.C.; Westphal, N.; Haug, G.H; Cheng, Hai; Edwards, R.L.; Schneider, T.; Cobb, K.M; Charles, C.D.  
#--------------------
# Description_and_Notes
#	Description: This study has data from Fanning and Palmyra Islands. The data from Fanning Island (3.9N, 159W) are oxygen isotopic measurements from fossil and living corals. The fossil corals (F4 and F5) were dated using U/Th chemistry. The sequences range in age from 1863 to 2005 and are presented at  monthly resolution. We include the full Fanning reconstruction used in the FPrecon reconstruction as the d18O_FPrecon timeseries, and the three constituent subcomponents, the Fanning F5 record (1863-1888), and the raw and scaled Fanning F4 record (1907-1944), and the modern Fanning record (1949-2005, as used in Cobb et al. 2013). Our analysis indicates that the d18O_scaled timeseries is the most appropriate for reconstructing larger scale climate variability. For more information on the decision to scale the Fanning F4 record, please see the manuscript and associated supplementary materials. 
#         The data from Palmyra Island are oxygen isotopic measurements from living, modern corals. We include the Palmyra composite used in this study as the d18O_FPrecon time series, as well the two constituent subcomponents, the Palmyra RT10 record (1995-2016), and the Cobb et al. 2001 Palmyra record (1886-1998).
#	This study also contains the reconstructed indices from the applying RegEM algorithm to central tropical Pacific coral and (unless otherwise noted) instrumental archives. See the paper and the Supplementary Information of the Paleoceanography and Paleoclimatology paper for additional information on the sensitivity of the reconstructions to input data and methodology. 
#--------------------
# Publication 
#  Authors: Sanchez, S.C., Westphal, N., Haug, G.H., Cheng, H., Edwards, R.L., Schneider, T., Cobb, K.M. and Charles, C.D.
#  Published_Date_or_Year: 2020  
#  Published_Title: A Continuous Record of Central Tropical Pacific Climate Since the Midnineteenth Century Reconstructed From Fanning and Palmyra Island Corals: A Case Study in Coral Data Reanalysis
#  Journal_Name: Paleoceanography and Paleoclimatology
#  Volume: 35
#  Edition: 
#  Issue: 
#  Pages: 
#  Report_Number: e2020PA003848
#  DOI: 10.1029/2020PA003848
#  Online_Resource: 
#  Full_Citation:
#  Abstract: Accurate estimation of central tropical Pacific (CTP) climate variability on interannual to centennial timescales is required for robust projections of future global climate trends. Here we outline an approach that blends instrumental and coral proxy observations to yield a continuous, monthly- resolved record of climate evolution in the CTP spanning the past 160 years. We concatenate coral oxygen isotope (δ18O) records from multiple living and fossil corals collected from Fanning Island (4°N, 160°W) and Palmyra Island (5°N; 162°W) located in the heart of the El Niño-Southern Oscillation. We use the Regularized Expectation Maximization (RegEM) method to impute missing data across short gaps of 5 to 23 years within and beyond individual coral records. The resulting monthly-resolved Fanning/Palmyra Island climate record spans continuously from 1863 to 2016 and provides an example of how extended time series can be built from shorter coral segments. The extended record highlights the strong trend toward warmer and wetter mean conditions in late 20th century, in agreement with the majority of climate model hindcast simulations. The continuous reconstruction also enables a direct comparison of four exceptionally strong El Niño events (1877-78, 1940-41, and 1997-8 and 2015-6). Three of these very strong El Niño events in the central tropical Pacific featured a precursor warm event in the prior year, and that may have favored the development of a strong El Niño event.
#------------------
# Site_Information 
#   Site_Name: Palmyra Island
#   Location: Ocean>Pacific Ocean>Central Pacific Ocean 
#	Country: United States 
#	Northernmost_Latitude: 5.87 
# 	Southernmost_Latitude: 5.87 
# 	Easternmost_Longitude: -162.13 
# 	Westernmost_Longitude: -162.13 
# 	Elevation:  -9 m  
#------------------
# Data_Collection   
#	Collection_Name: Palmyra d18O Sanchez2020
#	Earliest_Year: 1886
#	Most_Recent_Year: 2016
#	Time_Unit: CE
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name:
#	Common_Name: 
#------------------
# Chronology_Section 
# Chronology: 
# 
##----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## age	age, , ,year Common Era, , Corals and Sclerosponges, , ,N,Palmyra full record
## d18O_FPrecon	delta 18O, calcium carbonate, , per mil VPDB, , Corals and Sclerosponges, , ,N,Palmyra composite used in this study
## age_Cobb	age, , ,year Common Era, , Corals and Sclerosponges, , ,N,Palmyra Cobb et al. 2001 d18O
## d18O_Cobb	delta 18O, calcium carbonate, , per mil VPDB, , Corals and Sclerosponges, , ,N,Palmyra Cobb et al. 2001 d18O
## age_RT10	age, , ,year Common Era, , Corals and Sclerosponges, , ,N,Palmyra RT10 d18O
## d18O_RT10	delta 18O, calcium carbonate, , per mil VPDB, , Corals and Sclerosponges, , ,N,Palmyra RT10 d18O
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NAN 
#
age	d18O_FPrecon	age_Cobb	d18O_Cobb	age_RT10	d18O_RT10
1886.13	-4.79	1886.13	-4.79	1995.75	-5
1886.21	-4.89	1886.2	-4.9	1995.83	-4.98
1886.29	-4.81	1886.29	-4.81	1995.92	-5.12
1886.38	-4.84	1886.37	-4.83	1996	-5.01
1886.46	-4.85	1886.46	-4.86	1996.08	-5.07
1886.54	-4.82	1886.54	-4.82	1996.17	-4.81
1886.63	-4.89	1886.62	-4.89	1996.25	-5.2
1886.71	-4.63	1886.71	-4.64	1996.33	-5.41
1886.79	-4.62	1886.79	-4.62	1996.42	-5.47
1886.88	-4.57	1886.87	-4.56	1996.5	-5.31
1886.96	-4.47	1886.96	-4.47	1996.58	-5.36
1887.04	-4.3	1887.04	-4.3	1996.67	-5.42
1887.13	-4.39	1887.13	-4.38	1996.75	-5.35
1887.21	-4.56	1887.2	-4.55	1996.83	-5.05
1887.29	-4.56	1887.29	-4.56	1996.92	-5.11
1887.38	-4.63	1887.37	-4.62	1997	-5.12
1887.46	-4.69	1887.46	-4.69	1997.08	-5.13
1887.54	-4.71	1887.54	-4.71	1997.17	-5.14
1887.63	-4.69	1887.62	-4.7	1997.25	-5.25
1887.71	-4.69	1887.71	-4.69	1997.33	-5.5
1887.79	-4.65	1887.79	-4.65	1997.42	-5.51
1887.88	-4.66	1887.87	-4.66	1997.5	-5.57
1887.96	-4.6	1887.96	-4.6	1997.58	-5.68
1888.04	-4.49	1888.04	-4.49	1997.67	-5.72
1888.13	-4.54	1888.13	-4.54	1997.75	-5.76
1888.21	-4.7	1888.21	-4.69	1997.83	-5.69
1888.29	-4.8	1888.29	-4.8	1997.92	-5.35
1888.38	-4.9	1888.37	-4.9	1998	-5.25
1888.46	-4.97	1888.46	-4.97	1998.08	-5.32
1888.54	-5.03	1888.54	-5.03	1998.17	-5.37
1888.63	-5.09	1888.62	-5.08	1998.25	-5.29
1888.71	-5.04	1888.71	-5.04	1998.33	-5.24
1888.79	-4.92	1888.79	-4.93	1998.42	-5.22
1888.88	-4.82	1888.88	-4.82	1998.5	-5.28
1888.96	-4.75	1888.96	-4.75	1998.58	-5.41
1889.04	-4.67	1889.04	-4.67	1998.67	-5.27
1889.13	-4.64	1889.13	-4.64	1998.75	-5.24
1889.21	-4.66	1889.2	-4.66	1998.83	-5.23
1889.29	-4.67	1889.29	-4.67	1998.92	-5.05
1889.38	-4.69	1889.37	-4.69	1999	-4.99
1889.46	-4.73	1889.46	-4.73	1999.08	-5.04
1889.54	-4.76	1889.54	-4.76	1999.17	-5.02
1889.63	-4.8	1889.62	-4.8	1999.25	-4.97
1889.71	-4.77	1889.71	-4.77	1999.33	-5.04
1889.79	-4.63	1889.79	-4.64	1999.42	-5
1889.88	-4.54	1889.88	-4.54	1999.5	-5
1889.96	-4.53	1889.96	-4.54	1999.58	-5.05
1890.04	-4.57	1890.04	-4.57	1999.67	-5.07
1890.13	-4.5	1890.13	-4.5	1999.75	-5.06
1890.21	-4.62	1890.2	-4.62	1999.83	-5.03
1890.29	-4.78	1890.29	-4.78	1999.92	-4.95
1890.38	-4.76	1890.37	-4.76	2000	-4.88
1890.46	-4.78	1890.46	-4.78	2000.08	-4.82
1890.54	-4.87	1890.54	-4.87	2000.17	-4.78
1890.63	-4.96	1890.62	-4.95	2000.25	-4.94
1890.71	-4.95	1890.71	-4.96	2000.33	-4.86
1890.79	-4.79	1890.79	-4.8	2000.42	-4.99
1890.88	-4.79	1890.87	-4.79	2000.5	-5.04
1890.96	-4.82	1890.96	-4.82	2000.58	-5.11
1891.04	-4.76	1891.04	-4.76	2000.67	-5.09
1891.13	-4.76	1891.13	-4.76	2000.75	-5.12
1891.21	-4.79	1891.2	-4.78	2000.83	-5.18
1891.29	-4.8	1891.29	-4.79	2000.92	-5.2
1891.38	-4.93	1891.37	-4.94	2001	-5.08
1891.46	-4.79	1891.46	-4.79	2001.08	-4.96
1891.54	-4.91	1891.54	-4.89	2001.17	-4.96
1891.63	-4.98	1891.62	-4.98	2001.25	-4.87
1891.71	-5	1891.71	-5	2001.33	-4.89
1891.79	-4.88	1891.79	-4.89	2001.42	-5.03
1891.88	-4.82	1891.87	-4.82	2001.5	-5.18
1891.96	-4.76	1891.96	-4.77	2001.58	-5.22
1892.04	-4.65	1892.04	-4.65	2001.67	-5.31
1892.13	-4.59	1892.13	-4.59	2001.75	-5.36
1892.21	-4.59	1892.21	-4.59	2001.83	-5.25
1892.29	-4.65	1892.29	-4.65	2001.92	-5.19
1892.38	-4.71	1892.37	-4.71	2002	-5.27
1892.46	-4.72	1892.46	-4.72	2002.08	-5.19
1892.54	-4.74	1892.54	-4.74	2002.17	-5.08
1892.63	-4.79	1892.62	-4.79	2002.25	-5.32
1892.71	-4.73	1892.71	-4.72	2002.33	-5.53
1892.79	-4.68	1892.79	-4.68	2002.42	-5.64
1892.88	-4.69	1892.88	-4.69	2002.5	-5.53
1892.96	-4.63	1892.96	-4.63	2002.58	-5.58
1893.04	-4.57	1893.04	-4.57	2002.67	-5.64
1893.13	-4.59	1893.13	-4.59	2002.75	-5.55
1893.21	-4.63	1893.2	-4.62	2002.83	-5.46
1893.29	-4.57	1893.29	-4.58	2002.92	-5.4
1893.38	-4.66	1893.37	-4.66	2003	-5.29
1893.46	-4.62	1893.46	-4.62	2003.08	-5.41
1893.54	-4.62	1893.54	-4.62	2003.17	-5.4
1893.63	-4.8	1893.62	-4.79	2003.25	-5.31
1893.71	-4.72	1893.71	-4.72	2003.33	-5.31
1893.79	-4.51	1893.79	-4.51	2003.42	-5.34
1893.88	-4.59	1893.88	-4.59	2003.5	-5.49
1893.96	-4.8	1893.96	-4.8	2003.58	-5.52
1894.04	-4.61	1894.04	-4.62	2003.67	-5.49
1894.13	-4.54	1894.13	-4.54	2003.75	-5.58
